Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bangladesh,Price / Bangladesh,Compare At Price / Bangladesh,Included / International,Price / International,Compare At Price / International,Status
voltron-classic-legendary-lions-red-lion,Voltron Classic Legendary Lions - Red Lion,"From days of long ago, from uncharted regions of the universe, comes a legend. The legend of Voltron, Defender of the universe! a mighty robot, loved by good, feared by evil!",TOYS R US,,TOYS,"egnition-sample-data, toys, toys-r-us",true,Title,Default Title,,,,,TOY92,0.0,shopify,15,deny,manual,24.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/ad91e277d07fd70d78ec30f15bd6367e.jpg?v=1676440803,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
tobot-mini-r-toy,Tobot Mini R Toy,This Mini Tobot R action figure is an exact replica as the one in the series. Give way for him in your shelf as you complete your Tobot merch.,TOYS R US,,TOYS,"egnition-sample-data, toys, toys-r-us",true,Title,Default Title,,,,,TOY91,0.0,shopify,4,deny,manual,7.50,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/4f771d47480ee04727dc481a83065c29.jpg?v=1676440800,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
vtech-baby-my-laptop,VTech Baby My Laptop,The best way to incorporate learning at an early age is through play. Make sure your little one gets great learning toys that enhance his skills. The VTech Baby My Laptop makes learning challenging and fun.,VTECH,,TOYS,"egnition-sample-data, toys, vtech",true,Title,Default Title,,,,,TOY90,0.0,shopify,19,deny,manual,28.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/1b509a13a84b8de368418ca305fcdec1.jpg?v=1676440798,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
vtech-baby-hello-kitty-soft-book,VTech Baby Hello Kitty Soft Book,The best way to incorporate learning at an early age is through play. Make sure your little one gets great learning toys that enhance his skills. The VTech Baby Hello Kitty Soft Book makes learning challenging and fun.,VTECH,,TOYS,"egnition-sample-data, toys, vtech",true,Title,Default Title,,,,,TOY89,0.0,shopify,1,deny,manual,15.00,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/aea441a7c02c17a335b0449899fa1613.jpg?v=1676440797,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
vtech-baby-lullaby-bear-crib-projector,VTech Baby Lullaby Bear Crib Projector,The best way to incorporate learning at an early age is through play. Make sure your little one gets great learning toys that enhance his skills. The VTech Baby Lullaby Bear Crib Projector makes learning challenging and fun.,VTECH,,TOYS,"egnition-sample-data, toys, vtech",true,Title,Default Title,,,,,TOY88,0.0,shopify,11,deny,manual,18.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/ee40ff740840c5995ed7d5f5ec45d8f6.jpg?v=1676440795,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
vtech-pull-n-learn-phone,Vtech Pull 'n Learn Phone,"VTech Pull &amp; Lights Phone. 10 light-up number buttons make fun light patterns. Learning toy has 3 activities - teaches animal/animal sounds, numbers, and music. Pull along to hear melodies and watch wiggling handset.",VTECH,,TOYS,"egnition-sample-data, toys, vtech",true,Title,Default Title,,,,,TOY87,0.0,shopify,16,deny,manual,18.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/9dc6d80f2a97be82e2158705f0bb84af.jpg?v=1676440793,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
vtech-baby-little-singing-cora,VTech Baby Little Singing Cora,"Cuddle &amp; Sing Cora by VTech is a cute plush toy that encourages learning in so many ways. Press the pocket-shaped buttons and watch them flash while introducing numbers, colors and objects to promote language development.",VTECH,,TOYS,"egnition-sample-data, toys, vtech",true,Title,Default Title,,,,,TOY86,0.0,shopify,2,deny,manual,18.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/694ee35f8a2b2871e53e3ce7feb52554.jpg?v=1676440791,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
vtech-baby-my-first-phone,VTech Baby My First Phone,The best way to incorporate learning at an early age is through play. Make sure your little one gets great learning toys that enhance his skills. The VTech Baby My First Phone makes learning challenging and fun.,VTECH,,TOYS,"egnition-sample-data, toys, vtech",true,Title,Default Title,,,,,TOY85,0.0,shopify,8,deny,manual,28.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/34256b0736c9f9c6a962036e8870b4d0.jpg?v=1676440789,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
vtech-baby-abc-alphaberry,VTech Baby ABC Alphaberry,The best way to incorporate learning at an early age is through play. Make sure your little one gets great learning toys that enhance his skills. The VTech Baby ABC Alphaberry makes learning challenging and fun.,VTECH,,TOYS,"egnition-sample-data, toys, vtech",true,Title,Default Title,,,,,TOY84,0.0,shopify,16,deny,manual,28.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/2261c7ab7e1bd7e5119a95e38811b401.jpg?v=1676440787,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
vtech-crawl-along-bear-toy,Vtech Crawl Along Bear Toy,Vtech Crawl Along Bear Toy,VTECH,,TOYS,"egnition-sample-data, toys, vtech",true,Title,Default Title,,,,,TOY83,0.0,shopify,1,deny,manual,56.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/d671ae282c21cecbcae83d3c8d3e851e.jpg?v=1676440785,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
vtech-baby-tiny-touch-remote,Vtech Baby Tiny Touch Remote,"Developmental benifits: motors skills, imitative play, cause &amp; effect, language development.",VTECH,,TOYS,"egnition-sample-data, toys, vtech",true,Title,Default Title,,,,,TOY82,0.0,shopify,2,deny,manual,22.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/8921701fdbe8e56d266a02aab594c1c1.jpg?v=1676440783,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
vtech-number-fun-turtle,Vtech Number Fun Turtle,"Teaches numbers, counting, colors, shapes and instruments in English and Spanish. Watch the buttons light-up and repeat the sequence in a fun memory game",VTECH,,TOYS,"egnition-sample-data, toys, vtech",true,Title,Default Title,,,,,TOY81,0.0,shopify,20,deny,manual,22.00,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/5204c52ece6b0a050610b770ca029401.jpg?v=1676440781,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
vtech-baby-little-singing-cody,VTech Baby Little Singing Cody,Make sure your little one gets great learning toys that enhance his skills. The VTech Baby Little Singing Cody makes learning challenging and fun.,VTECH,,TOYS,"egnition-sample-data, toys, vtech",true,Title,Default Title,,,,,TOY80,0.0,shopify,5,deny,manual,18.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/8058ce143cd6eb0252632d0ea679d965.jpg?v=1676440779,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
vtech-crawl-and-learn-bright-light-ball,Vtech Crawl and Learn Bright Light Ball,Vtech Crawl and Learn Bright Light Ball,VTECH,,TOYS,"egnition-sample-data, toys, vtech",true,Title,Default Title,,,,,TOY79,0.0,shopify,3,deny,manual,29.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/157074376bd71e84eeec3a723ec9a7f2.jpg?v=1676440778,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
vtech-sort-and-discover-drum,Vtech Sort and Discover Drum,"Drum and learn with the Sort &amp; Discover Drum by VTech. As your little one drops the shape blocks into the magic shape sorter, the drum will recognize the blocks and introduce animals, shapes and numbers.",VTECH,,TOYS,"egnition-sample-data, toys, vtech",true,Title,Default Title,,,,,TOY78,0.0,shopify,16,deny,manual,24.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/5fb044e9de2283e9d8780bf987a7d639.jpg?v=1676440776,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
vtech-baby-rhyme-and-discover-book,VTech Baby Rhyme and Discover Book,"The best way to incorporate learning at an early age is through play. Make sure your little one gets great learning toys that enhance his skills. The VTech Baby Rhyme and Discover Book makes learning challenging and fun.
",VTECH,,TOYS,"egnition-sample-data, toys, vtech",true,Title,Default Title,,,,,TOY77,0.0,shopify,8,deny,manual,22.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/05b6885e4974732bbd84ec702fe1fbc3.jpg?v=1676440774,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
vtech-tiny-tot-driver,Vtech Tiny Tot Driver,Introduce your little traveller to this smart Turn n Learn Driver by Vtechand he'll be a road-ready companion in no time,VTECH,,TOYS,"egnition-sample-data, toys, vtech",true,Title,Default Title,,,,,TOY76,0.0,shopify,12,deny,manual,28.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/12985e597dcbf736570d955162cd4314.jpg?v=1676440772,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
vtech-baby-my-1st-car-key-rattle,VTech Baby My 1st Car Key Rattle,The best way to incorporate learning at an early age is through play. Make sure your little one gets great learning toys that enhance his skills. The VTech Baby My 1st Car Key Rattle makes learning challenging and fun.,VTECH,,TOYS,"egnition-sample-data, toys, vtech",true,Title,Default Title,,,,,TOY75,0.0,shopify,6,deny,manual,22.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/7d2c4af91f80d80d6603bcaacd7bc191.jpg?v=1676440770,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
vtech-write-and-learn-touch-tablet,Vtech Write and Learn Touch Tablet,"Teach your child about object and shape drawing, uppercase letters, lowercase letters, and letter writing",VTECH,,TOYS,"egnition-sample-data, toys, vtech",true,Title,Default Title,,,,,TOY74,0.0,shopify,3,deny,manual,47.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/e373fe4ade2cfe67de31830a16d08ff4.jpg?v=1676440768,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
vtech-baby-baby-bear-laptop,VTech Baby-Baby Bear Laptop,VTech Baby-Baby Bear Laptop,VTECH,,TOYS,"egnition-sample-data, toys, vtech",true,Title,Default Title,,,,,TOY73,0.0,shopify,7,deny,manual,18.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/9055e71e78274a98c6ed998ef06366b6.jpg?v=1676440766,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
vtech-toot-toot-drivers-racing-rampway,Vtech Toot-Toot Drivers Racing Rampway,Vtech Toot-Toot Drivers Racing Rampway,VTECH,,"","egnition-sample-data, toys, vtech",true,Title,Default Title,,,,,TOY72,0.0,shopify,17,deny,manual,35.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/3893c121cfca1903a9835d0b514e5639.jpg?v=1676440764,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
vtech-digiart-creative-easel,Vtech Digiart Creative Easel,Use the magic pen and follow the lights to learn letter and number stroke order for uppercase letters A-Z and numbers 1-20; follow the lights using the magic pen or create your own picture.Light-up area in the center of the dry-erase board is 5x5 inches with 121 LED lights that display engaging animations.,VTECH,,TOYS,"egnition-sample-data, toys, vtech",true,Title,Default Title,,,,,TOY71,0.0,shopify,20,deny,manual,93.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/3bd67dc84a8025daebdae288e28d560f.jpg?v=1676440762,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fisher-price-shimmer-and-shine-talk-and-sing-shine-doll,Fisher Price Shimmer And Shine - Talk And Sing Shine Doll,Fisher Price Shimmer And Shine - Talk And Sing Shine Doll,FISHER PRICE,,TOYS,"egnition-sample-data, fisher-price, toys",true,Title,Default Title,,,,,TOY70,0.0,shopify,19,deny,manual,35.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/feae109a1640c19fc3ac79cd59df188a.jpg?v=1676440760,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fisher-price-sensory-activity-apple,Fisher Price Sensory Activity Apple,"Playing with an apple a day helps boost baby's development. And when it comes in the form of a sensory activity apple, it's even sweeter than the ""real thing."" Buggy little pals keep baby company, including a butterfly and rattle snail. Every page turn reveals a stimulating sensory experience for baby.",FISHER PRICE,,TOYS,"egnition-sample-data, fisher-price, toys",true,Title,Default Title,,,,,TOY69,0.0,shopify,18,deny,manual,26.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/a6ffe7053bd328c57c4c06aa6af704a7.jpg?v=1676440758,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fisher-price-laugh-and-learn-learn-around-town-bus,Fisher Price Laugh and Learn - Learn Around Town Bus,"All aboard the learning bus! With tons of hands-on activities and entertaining songs and sounds, the Fisher-Price Laugh and Learn Learn Around Town Bus encourages little ones to crawl while introducing them to colors, numbers, shapes, and more! Get the fun rolling by pushing the bus along to hear playful songs and sounds.",FISHER PRICE,,TOYS,"egnition-sample-data, fisher-price, toys",true,Title,Default Title,,,,,TOY68,0.0,shopify,2,deny,manual,33.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/b040fc1ed391ae283e0476b858232e97.jpg?v=1676440757,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fisher-price-laugh-and-learn-remix-record-player,Fisher Price Laugh and Learn Remix Record Player,"DJ Baby is in the house! The Fisher-Price Laugh and Learn Remix Record Player lets babies put their own spin on learning play with three levels of learning content, built-in activities and fun music, so they can rock out while learning about opposites, colors, numbers, shapes and more! This rockin' toy provides several ways for little DJs to play and learn",FISHER PRICE,,TOYS,"egnition-sample-data, fisher-price, toys",true,Title,Default Title,,,,,TOY67,0.0,shopify,19,deny,manual,46.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/1bd6e34e14b18f7a4b444b439bc16e71.jpg?v=1676440755,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fisher-price-activity-fox-plush,Fisher Price Activity Fox Plush,"Baby will love this soft, plush fox. Entertaining toys include a self-discovery mirror, jingle acorn, rattle snail, crinkle tail and teethable leaf.",FISHER PRICE,,TOYS,"egnition-sample-data, fisher-price, toys",true,Title,Default Title,,,,,TOY66,0.0,shopify,19,deny,manual,1.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/631fa18b59c92220a4b91fc5dfc91769.jpg?v=1676440753,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fisher-price-shimmer-and-shine-magic-flying-carpet-with-dolls,Fisher Price Shimmer and Shine Magic Flying Carpet with Dolls,Fisher Price Shimmer and Shine Magic Flying Carpet with Dolls,FISHER PRICE,,TOYS,"egnition-sample-data, fisher-price, toys",true,Title,Default Title,,,,,TOY65,0.0,shopify,14,deny,manual,65.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/a86d824b8dd6caebbbd4514b83758cc4.jpg?v=1676440752,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fisher-price-shimmer-and-shine-magic-dress-shine,Fisher Price Shimmer and Shine Magic Dress Shine,"Magical magnetic fashions quickly click on for an easy outfit change. Includes 5-inch Shine, 4 click-on dresses, 1 fabric skirt, 3 pairs of shoes and 1 hairbrush.",FISHER PRICE,,TOYS,"egnition-sample-data, fisher-price, toys",true,Title,Default Title,,,,,TOY64,0.0,shopify,3,deny,manual,35.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/b274c9573b629129cfe7aac31a22f7a8.jpg?v=1676440750,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fisher-price-shimmer-and-shine-wish-granting-shine-bracelets,Fisher Price Shimmer and Shine Wish-Granting Shine Bracelets,"Genies-in-training will love having their very own wish-granting bracelets! These golden bracelets feature faceted pink jewels that light up and sparkle, showing Shine and Nahal inside! Music, fun phrases and sounds add to the magic!",FISHER PRICE,,TOYS,"egnition-sample-data, fisher-price, toys",true,Title,Default Title,,,,,TOY63,0.0,shopify,1,deny,manual,22.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/4790c2625c8e4ca711d5a6b7c7037660.jpg?v=1676440748,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fisher-price-shimmer-and-shine-genie-gem-microphone,Fisher Price Shimmer and Shine Genie Gem Microphone,Sing along to your favorite Shimmer and Shine songs! This magical microphone comes in Shimmer's signature pink and purple colors and features songs from the television show and a sparkly genie gem top that lights up to the music!.,FISHER PRICE,,TOYS,"egnition-sample-data, fisher-price, toys",true,Title,Default Title,,,,,TOY62,0.0,shopify,17,deny,manual,24.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/299fdfa82b86dfdf928817aa2e79b752.jpg?v=1676440746,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fisher-price-shimmer-and-shine-wish-and-wear-genie-necklace,Fisher Price Shimmer and Shine - Wish and Wear Genie Necklace,This beautiful jeweled necklace features a very special surprise your best friends Shimmer and Shine hiding inside! Press the gem at the top of the bottle to see the bottle light up and the genies appear! Fun phrases and a song add to the magic!,FISHER PRICE,,TOYS,"egnition-sample-data, fisher-price, toys",true,Title,Default Title,,,,,TOY61,0.0,shopify,10,deny,manual,24.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/4009165c3e8e7581bba22b37197028ee.jpg?v=1676440744,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
megablocks-call-of-duty-atlas-mobile-turret,MegaBlocks Call of Duty Atlas Mobile Turret,"Buildable Atlas Mobile Turret with articulated robotic legs, rubber wheels, and 360-degree rotating pivot-mounted cannon. Includes three highly detailed, super-poseable soldier micro action figures, including one clear resin active camo micro action figure",MEGA BLOCKS,,TOYS,"egnition-sample-data, mega-blocks, toys",true,Title,Default Title,,,,,TOY60,0.0,shopify,16,deny,manual,24.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/4581eb073865706fe46210f7d8acd6d2.jpg?v=1676440742,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
megablocks-halo-brute-chopper-raid,MegaBlocks Halo Brute Chopper Raid,"Buildable Brute Chopper with camo finish and large double front wheel. Vehicle features articulated, swiveling design.",MEGA BLOCKS,,TOYS,"egnition-sample-data, mega-blocks, toys",true,Title,Default Title,,,,,TOY59,0.0,shopify,0,deny,manual,16.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/92372c0e10704673850729bf02c77ace.jpg?v=1676440740,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fisher-price-mega-bloks-elephant-parade,Fisher-Price Mega Bloks Elephant Parade,Tumble into playtime with a friendly elephant and a buildable animal parade! Roll out adventure from trunk to tail when you build with a friendly elephant and a parade of colorful animal friends!,MEGA BLOCKS,,TOYS,"egnition-sample-data, fisher-price, mega-blocks, toys",true,Title,Default Title,,,,,TOY58,0.0,shopify,11,deny,manual,56.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/a5e568650249e3441e35fe4d6502b574.jpg?v=1676440738,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-freddy-firetruck,Mega Bloks Freddy Firetruck,Freddy Firetruck with raising ladder and small storage compartment. Includes one Firefighter Block Buddy and six blocks,MEGA BLOCKS,,TOYS,"egnition-sample-data, mega-blocks, toys",true,Title,Default Title,,,,,TOY57,0.0,shopify,12,deny,manual,25.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/50872c135836f9fb253fe2278e11a2a9.jpg?v=1676440736,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
mega-bloks-halo-wireless-attack-mantis-set,Mega Bloks Halo Wireless Attack Mantis Set,Build Them Up! Make new discoveries with building blocks! The Mega Bloks Halo Wireless Attack Mantis Set consists of colorful and perfectly sized pieces for small hands. Let your children learn and grow as they grasp and stack towers.,MEGA BLOCKS,,TOYS,"egnition-sample-data, mega-blocks, toys",true,Title,Default Title,,,,,TOY56,0.0,shopify,12,deny,manual,94.99,,true,true,,https://cdn.shopify.com/s/files/1/0719/4732/1661/products/4cea7ce25c8dd3e922c754f4b659f5e3.png?v=1676440734,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
